ResponseId,Predicted_Q48,Actual_Q48,LLM_Raw,MAE,RMSE,MAE_overall,RMSE_overall
R_6G7k8z8a7j7yht4,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_6m5ZsrSc5gy5AQN,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1C9LIP7rMMQN6DY,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_74zPvBpYtcEG7LR,3,1,"{""star_rating"": 3}",2,2.0,0.589873417721519,0.7680321723219146
R_60PEIHuTh8NqoaW,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_7EAU8ceHhOtvOHh,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5ltsdSXCwPSkAHM,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3BPKfpYy5FSRHWI,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6jJ7nlBN7jsX3AD,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_5gXPzExkkjAuI81,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1gBzyPCcM6MEoaO,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6dnMpuy9frWSZCe,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_1GwwVeUTGGErOOt,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_7RaB3fKnAsVnyKD,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1zeYcmHXXsABiLx,5,5,"{""star_rating"": 5}",0,0.0,0.589873417721519,0.7680321723219146
R_1Dy0AH47P4n0Ebn,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1MhYvzJgfj4Ap2N,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_30TQ8r6IHpKm0rn,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_7poCKDkvyMptf0q,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5DZUrbgp9Gvzkbn,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1rIG8Q3xIryrYpH,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_30VtxWgT77PTPry,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_19smWPFkOeaBnB8,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_1SulgK0yVP9pMBP,3,3,"{""star_rating"": 3}",0,0.0,0.589873417721519,0.7680321723219146
R_3L27X88VhMORXuF,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_1JCLAuDjlw7wDN1,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6Z9zTh4NqSOx4lj,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5kpZ5u2xjn0Fhdf,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_5ulMWldn89B8kAp,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_7RkoKWvxnYXcHxz,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_5466KdFJy0pPfpU,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_3eFR1SrpQiJiPNu,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1Mh9RyaWKCb2U1j,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6MyTd9PqnuRNBU1,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_5ZJ0hu4D4RWTZqD,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_6nykXXCklSd3KYp,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5zOtJyfMh5qOaJv,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6gLTHUlZ0pqGTCk,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_6L5aQ8LO82WuTkA,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_69XzxU7Ob6EbSDv,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_7plL043Ig5x8lpp,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_3PHvEHWEv4mwKC5,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_7zA54cXD8fXI6FF,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_3l3PVhyH9VVBROL,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_5Ug5Nq3nr7sSp68,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_68YVsRgGSgI1WMk,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_5SkHgPyoV2Vf3zK,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_6gHYBF1qYJq38TM,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_3MovQFEM4L3xHYl,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_67CIi8hQRNN1uCW,3,3,"{""star_rating"": 3}",0,0.0,0.589873417721519,0.7680321723219146
R_3mSUHK8ebfPJcA1,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_1bnEIftlWmngxIR,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_33DCqqyaA8ueY93,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_3QGaMW11FbOYnKE,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_7bTt2QE9icLcLCL,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_1vietxh9z5XCXXX,5,5,"{""star_rating"": 5}",0,0.0,0.589873417721519,0.7680321723219146
R_5GKkUARDm6CSAp3,4,5,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5cXaXHmu56vR0Z3,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_7DNemsHwqlJix1A,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_11d0OJv9HCMMyfm,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3TzwBlfsgToRG81,5,5,"{""star_rating"": 5}",0,0.0,0.589873417721519,0.7680321723219146
R_1QlZ6xMH2eDVBV6,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_1O0YBFAeC3e8i2d,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_65zPo4R7JmapuNq,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_31KrSfa2E0dTKQ9,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_7obZErGPmN92z6G,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_3chh7seDbJTf8fT,3,3,"{""star_rating"": 3}",0,0.0,0.589873417721519,0.7680321723219146
R_3q7I8hZs79Xpbdj,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_5Qln9LfMBQdDUXf,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5K7RAwZuPgPFREs,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_5Q4UjW3R5IiBf3H,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7ZZyArC2BHh1EIN,4,5,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6U4DkzFsKGLWW9r,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3X1i5sVMXUzsgNP,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_72srUNSVKz0WWzL,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_35Taia4djEoLvjQ,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_5dTZNp2DvmVltzX,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5JPXNQBjXblPtSw,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_6DoUFwvR5xKvhZh,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3jSvVCmzSYdqAQk,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6eJNOoJXOzcmMuF,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_3ydZ5DuaBu6vmTx,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_307g1vkosoafeuf,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_67PEroiiB8tgd7r,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_5v0xPutRaWw9HK0,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_1UCviqVhCVrUKoV,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7NTz2U1Vn9eLknD,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_61xpBBYGPDA2DRf,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_7TYn3QT7OjgHNmN,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3msZ2RlPBAEdBtc,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_3cvzKYvsLuSueg9,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_72t4YTWboN3lbmF,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6yarnoEZNaSifhX,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6YCYPu8bffmOMj7,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7EdcmpZVViSLc17,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5YG6IV1Xl76CXFs,5,5,"{""star_rating"": 5}",0,0.0,0.589873417721519,0.7680321723219146
R_5oS2sfY4HhZLD8d,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_3668G3nubXYl4NH,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_6Jz854XP1x3YBxf,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1BtcN8fh0BS9Z3K,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_71ZQRSvoUzmfrlK,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_1PmztGVvnZM02C1,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_8Hwe5McBJEmtynn,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_6nVbQo0PtVuniiB,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1iru3V4fl0Qt9EP,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_3M3oPWLl862FeEh,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6nSGbylkNvnfW7J,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_5rxfGjvCUjodwn2,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7PWE7WJdO7Uk0r7,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5FPP9LxeU4faY86,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5D5uAa1pTZpujsC,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_33d58QGpTD8isff,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1YTDVgOOkM1ZgFX,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_5jzWFwyUuJhLLm9,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7Tw9t8gxpGbJU0A,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_5fk3gQ9leOQWBAL,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_1M92XubRXOD0KTn,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_6hoRA8mMARk8Dtt,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5zTo1YVPtwhTAlm,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_10URIO3gQJfIpWN,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1WwGbgy7ou0Nb1G,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_5ilAbTbr9LnGFr1,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1MSdUHwBxXIjjQe,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_5xP0yP18XV8o8Ds,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_5U8STc8leWnfClH,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_7g2sDjTeeg8mxtj,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_3s4ZLPwI4xmq0JI,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_1A0R5yB4tYVz5iR,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6QU3EoxUNx5IDVn,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_5M9VCrmHFfuppC1,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_55Lx2bTEi6EcAvk,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6jcUMNRp952cFwB,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_1dvuSmMIowR1dsJ,5,5,"{""star_rating"": 5}",0,0.0,0.589873417721519,0.7680321723219146
R_5vZEXzw0OgWBV73,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7n9uvFHOzd8tylA,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_6dh91EdZZTgguW9,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_6IxTF2M8781ZXkE,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_1RSlBtNqrCsnQA1,4,5,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5VBY36ER0sXDIUk,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_338lBXlqLMjok42,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3jp79Ro4cz3pu9e,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_11ejmSfxXc7KxKF,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_5pKTFpqX3VW9W93,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_78NotjhbMnInESR,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_12bdpfXxLEp9Rhg,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7HowgYHUqWTU1l4,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_6ACddTTlVVNgssF,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_3TC1qtVUqRwgEau,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_7ZAzj3g3qr7BBW9,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_3qvE68LHLU4004P,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1JpYs8MHWFrBhNW,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_7P4rHN4KlW4vE9W,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6dMryZioWcoSSvL,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
